ID,Platform,Title,Publisher,Developer,Year,Region,Edition,Language,Copies,Genres,Description,Metacritic Score,Price Estimate,Cover URL,Source Images,Data Source
VG071,Xbox,Star Wars: Knights of the Old Republic,"Aspyr, LucasArts Entertainment","Aspyr Media, BioWare",2003,NTSC,Standard,English,1,"Action, RPG","The game takes place in the world of the epic ""Star Wars"". When creating a character, first select a class - Soldier, Scoundrel or Scout. Classes differ in the proportion of strength, health and cunni...",88,N/A,https://media.rawg.io/media/games/6e0/6e0c19bb111bd4fa20cf0eb72a049519.jpg,,RAWG API
VG072,Xbox,Fable: The Lost Chapters,Microsoft Studios,"Lionhead Studios, Big Blue Box Studios",2005,NTSC,Standard,English,1,"Action, Adventure, RPG","Fable: The Lost Chapters is a re-release for the personal computers of the Fable game, originally created for the Xbox. This release includes content that is not included in the release of the game fo...",83,N/A,https://media.rawg.io/media/games/aa2/aa25254dbfa5b2073595bf69d8c8bac4.jpg,,RAWG API
VG073,Xbox 360,Halo 3,Microsoft Studios,Bungie,2007,NTSC,Standard,English,1,Shooter,"Halo 3 is a first-person shooter from Bungie and another installment in one of the most popular gaming universes. The third part of the franchise completes the story begun in Halo: Combat Evolved.

...",91,N/A,https://media.rawg.io/media/games/982/982ff61d574fed5e416cb1867b40d9b0.jpg,,RAWG API
VG074,Xbox 360,Halo 3,Microsoft Studios,Bungie,2007,NTSC,Standard,English,1,Shooter,"Halo 3 is a first-person shooter from Bungie and another installment in one of the most popular gaming universes. The third part of the franchise completes the story begun in Halo: Combat Evolved.

...",91,N/A,https://media.rawg.io/media/games/982/982ff61d574fed5e416cb1867b40d9b0.jpg,,RAWG API
VG075,Xbox 360,Halo Reach,Microsoft Studios,Bungie,2010,NTSC,Standard,English,1,Shooter,"Download the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual"". From the beginning, you know the end. Halo: Reach. Fall 2010. There are no refund...",91,N/A,https://media.rawg.io/media/games/045/0457f748c9492261ccb46147edf9c761.jpg,,RAWG API
VG076,Xbox 360,Five Fantasy XIII,Square Enix,"Square Enix, ブロードメディアGC株式会社",2011,NTSC,Standard,English,1,RPG,"Final Fantasy XIII-2 is a Japanese role-playing game, a direct sequel to 2009 title Final Fantasy XIII and the third installment in Fabula Nova Crystallis subseries. ###Plot The game takes place three...",N/A,N/A,https://media.rawg.io/media/games/c6f/c6fc62de480c614fed2b88df0155cdcd.jpg,,RAWG API
VG077,Xbox 360,LithTech Engine Adventure,SEGA,"SEGA, Sonic Team",1998,NTSC,Standard,English,1,"Action, Adventure, RPG, Family, Platformer","Join Sonic and friends as they embark on their first truly epic quest to stop Dr, Eggman’s most villainous scheme in the hit Dreamcast title Sonic Adventure™ now available on Xbox®LIVE Arcade.  An anc...",49,N/A,https://media.rawg.io/media/games/566/566b771293b3e8aee0c071a02e81d925.jpg,,RAWG API
VG078,PlayStation 2,Dragon's Lair,Ubisoft Entertainment,DragonStone Software,2002,NTSC,Standard,English,1,Arcade,,N/A,N/A,https://media.rawg.io/media/screenshots/9de/9de827bc2a003a286a31ee1320f9e0e1.jpg,,RAWG API
VG079,PlayStation 2,Grand Theft Auto III,"Capcom, Rockstar Games",DMA Design,2001,NTSC,Standard,English,1,"Action, Shooter","Grand Theft Auto III is an open-world action game, a part of the criminal franchise GTA. As the first in the series 3D game with high-quality textures, GTA III became exemplary in its genre. 

The a...",93,N/A,https://media.rawg.io/media/games/5fa/5fae5fec3c943179e09da67a4427d68f.jpg,,RAWG API
VG080,Xbox 360,Enslaved: Odyssey to the West,Bandai Namco Entertainment,Ninja Theory,2010,NTSC,Standard,English,1,"Action, Adventure",,77,N/A,https://media.rawg.io/media/games/f9e/f9e94108f254649089ffbbfe9140d638.jpg,,RAWG API
VG081,PlayStation 1,Twilight Zone,Human Entertainment,Human Entertainment,1996,NTSC,Standard,English,1,Adventure,"Twilight Syndrome: Kyuumei Hen (トワイライトシンドローム ～究明編～) is a Adventure/Horror video game published by HUMAN Entertainment released on July 19th, 1996 for the Sony PlayStation.
Is a horror themed visual no...",N/A,N/A,https://media.rawg.io/media/games/9b9/9b9b5e7964ff1c6c3ee402cedc3dec60.jpg,,RAWG API
VG082,PlayStation 1,FIFA - Trophy Soccer Competition,"Electronic Arts, EA SPORTS","Electronic Arts Canada, Rage Software",1996,NTSC,Standard,English,1,Sports,"FIFA 97 (also known as FIFA Soccer 97) is a video game developed by EA Canada and published by Electronic Arts based on the game of football (soccer). It was released for the PC on June 24, 1996 and v...",N/A,N/A,https://media.rawg.io/media/screenshots/6df/6dfc015c0760364fbdadd794c7e0c272.jpg,,RAWG API
VG083,PlayStation 1,Metal Gear Solid,"Sony Computer Entertainment, Konami",Konami Computer Entertainment Japan,1998,NTSC,Standard,English,1,Action,"You are Snake, a government agent on a mission to regain control of a secret nuclear weapons base from terrorist hands. Lightly armed and facing an army of foes, Snake must avoid firefights in order t...",94,N/A,https://media.rawg.io/media/games/bbc/bbce6f1659d35ffc16aed8b66e9990a1.jpg,,RAWG API
VG084,PlayStation 1,Metal Gear Solid,"Sony Computer Entertainment, Konami",Konami Computer Entertainment Japan,1998,NTSC,Standard,English,1,Action,"You are Snake, a government agent on a mission to regain control of a secret nuclear weapons base from terrorist hands. Lightly armed and facing an army of foes, Snake must avoid firefights in order t...",94,N/A,https://media.rawg.io/media/games/bbc/bbce6f1659d35ffc16aed8b66e9990a1.jpg,,RAWG API
VG085,PlayStation 1,Final Fantasy VII,"Square Enix, Microsoft Studios","Square Enix, Square",1997,NTSC,Standard,English,1,"Action, Adventure, RPG","Final Fantasy VII is a Japanese role-playing game, a seventh installment in the series, excluding spin-offs. The main events take place in the world of Gaia, in the city of Midgar; the game combines s...",83,N/A,https://media.rawg.io/media/games/6c0/6c00ee85d1344f58c469e8e47fd8ae7c.jpg,,RAWG API
VG086,PlayStation 1,Final Fantasy VII,"Square Enix, Microsoft Studios","Square Enix, Square",1997,NTSC,Standard,English,1,"Action, Adventure, RPG","Final Fantasy VII is a Japanese role-playing game, a seventh installment in the series, excluding spin-offs. The main events take place in the world of Gaia, in the city of Midgar; the game combines s...",83,N/A,https://media.rawg.io/media/games/6c0/6c00ee85d1344f58c469e8e47fd8ae7c.jpg,,RAWG API
VG087,PlayStation 1,Gran Turismo: The Real Driving Simulator,"Sony Computer Entertainment, Sony Interactive Entertainment","Sony Interactive Entertainment, Polys Entertainment",1997,NTSC-J,Standard,Japanese,1,Racing,Gran Turismo is a sim racing video game designed by Kazunori Yamauchi. Gran Turismo was developed by Polys Entertainment and published by Sony Computer Entertainment in 1997 for the PlayStation video ...,96,N/A,https://media.rawg.io/media/games/5ac/5ac568dcf73aedba140bcca2a8a5eb09.jpg,,RAWG API
VG088,PlayStation 1,City-man,Capcom,"Capcom, Sony Interactive Entertainment America",1987,NTSC,Standard,English,1,Action,"Mega Man, known as Rockman (ロックマン, Rokkuman) in Japan, is a 1987 action-platform video game developed and published by Capcom for the Nintendo Entertainment System (NES). It was directed by Akira Kita...",N/A,N/A,https://media.rawg.io/media/games/f78/f7809ab885f7464845681e5931aabeb8.jpg,,RAWG API
VG089,PlayStation 1,City 2000,Activision Value Publishing,"Vicarious Visions, Edge of Reality",2000,NTSC,Standard,English,1,"Action, Adventure","Spider-Man is an action-adventure video game based on the Marvel Comics comic book series The Amazing Spider-Man, which features the fictional superhero Spider-Man. Although it features the likenesses...",87,N/A,https://media.rawg.io/media/games/1cf/1cf9e301f1d27172546dcabc2f6cb597.jpg,,RAWG API
VG090,PlayStation 1,Gran Turismo,"Sony Computer Entertainment, Sony Interactive Entertainment","Sony Interactive Entertainment, Polys Entertainment",1997,NTSC,Standard,English,1,Racing,Gran Turismo is a sim racing video game designed by Kazunori Yamauchi. Gran Turismo was developed by Polys Entertainment and published by Sony Computer Entertainment in 1997 for the PlayStation video ...,96,N/A,https://media.rawg.io/media/games/5ac/5ac568dcf73aedba140bcca2a8a5eb09.jpg,,RAWG API
VG091,PlayStation 1,Metal Gear Solid,"Sony Computer Entertainment, Konami",Konami Computer Entertainment Japan,1998,NTSC-J,Standard,Japanese,1,Action,"You are Snake, a government agent on a mission to regain control of a secret nuclear weapons base from terrorist hands. Lightly armed and facing an army of foes, Snake must avoid firefights in order t...",94,N/A,https://media.rawg.io/media/games/bbc/bbce6f1659d35ffc16aed8b66e9990a1.jpg,,RAWG API
VG092,Sega Genesis,X-Men,SEGA,Western Technologies,1993,NTSC,Standard,English,1,Action,"X-Men is a home console video game produced by Sega in 1993, based on the adventures of the Marvel Comics superhero team, the X-Men. One or two players can play as any of four pre-chosen X-Men. X-Men ...",N/A,N/A,https://media.rawg.io/media/screenshots/dae/dae7db129bb1e86f8a1a38cf5362805d.jpg,,RAWG API
VG093,PlayStation 3,inFamous 2,Sony Computer Entertainment,Sucker Punch Productions,2011,NTSC,Standard,English,1,"Action, Adventure","inFAMOUS™ 2 is the 2nd chapter in one of the best selling franchises for the PS3™ system.  Blamed for the destruction of Empire City and haunted by the ghosts of his past, Cole must make a dramatic jo...",83,N/A,https://media.rawg.io/media/games/c97/c979baea7e59e0bc857c0836052373dd.jpg,,RAWG API
VG094,PlayStation 3,Red Dead Redemption Special Edition,N/A,N/A,2011,NTSC,Special Edition,English,1,Action,,N/A,N/A,https://media.rawg.io/media/screenshots/8b9/8b9cd97fed67e5a811c40cdfb64531e3.jpg,,RAWG API
VG095,PlayStation 3,Final Fantasy XIII,Square Enix,"Square Enix, ブロードメディアGC株式会社",2009,NTSC,Standard,English,1,RPG,"FINAL FANTASY XIII is an action RPG with fast-paced combat, set in a science fictional world of the future. It's ruled by the Sanctum, a theocratic government, and a mechanical creature fal'Cie that h...",77,N/A,https://media.rawg.io/media/games/943/9432de383089b0a427a3cdf3687b2b73.jpg,,RAWG API
VG096,PlayStation 3,Prototype 2,Activision Blizzard,"Activision, Radical Entertainment",2012,NTSC,Standard,English,1,"Action, Adventure","###The succsessor Prototype 2 - developed by Radical Entertainment is a science-fiction adventure shooter with a third-person view in the open world. The publisher was Activision, and the game was rel...",76,N/A,https://media.rawg.io/media/games/445/44507fdd60a8ec02b1c3c64a293ca754.jpg,,RAWG API
VG097,PlayStation 3,Prince of Persia: The Forgotten Sands,Ubisoft Entertainment,Ubisoft Montreal,2010,NTSC,Standard,English,1,"Action, Adventure",Prince of Persia: The Forgotten Sands is an action-adventure third-person game developed by Ubisoft Montreal. It is the direct sequel to Prince of Persia: The Two Thrones. ###Plot The Prince decides t...,75,N/A,https://media.rawg.io/media/games/9a2/9a2e789046757af843ef0dd2a435adab.jpg,,RAWG API
VG098,PlayStation 3,The Darkness II,2K Games,"2K, Digital Extremes",2012,NTSC,Standard,English,1,Action,"With a gap of five years, Darkness II is a sequel for the first part of the franchise following the story of James Estacado. After becoming the don of the Franchetti family, he still fights the fact t...",77,N/A,https://media.rawg.io/media/games/744/744adc36e6573dd67a0cb0e373738d19.jpg,,RAWG API
VG099,PlayStation 3,Dark Souls II,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, FromSoftware",2014,NTSC,Standard,English,1,"Action, RPG",Dark Souls II is the third installment in the well-known Souls series. It’s a different game from all the others because of its directors. With Dark Souls II the main director and founder of Souls-lik...,91,N/A,https://media.rawg.io/media/games/651/6512783a214618584d144d5d852ba595.jpg,,RAWG API
VG100,PlayStation 3,Soul Calibur V,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US","BANDAI NAMCO Entertainment America, Bandai Namco Entertainment",2012,NTSC,Standard,English,1,"Arcade, Fighting",Fighting game with Ezio Auditore (Assassin's Creed franchise) as a guest fighter.,79,N/A,https://media.rawg.io/media/screenshots/a4c/a4c5dbb5174222efe630df8c30d92689.jpg,,RAWG API
VG101,PlayStation 3,Max Payne 3,Rockstar Games,Rockstar Games,2012,NTSC,Standard,English,1,"Action, Shooter","In Max Payne III we see Max from a new perspective. Taking place nine years after the second game, Payne left the police department in New York and now serves as a private security contractor in São P...",87,N/A,https://media.rawg.io/media/games/5bf/5bf88a28de96321c86561a65ee48e6c2.jpg,,RAWG API
VG102,PlayStation 3,Army of Two,Electronic Arts,"Electronic Arts, Electronic Arts Montreal",2008,NTSC,Standard,English,1,"Action, Shooter",It will take an Army of Two™ to stop the corruption of rogue private military corporations. Fight alongside your teammate to become the deadliest two-man military outfit a government can buy. The brea...,73,N/A,https://media.rawg.io/media/games/741/741b52ef5edae767125c07400fadf62e.jpg,,RAWG API
VG103,PlayStation 3,Army of Souls & Cartel: Overkill Edition,Electronic Arts,"Electronic Arts, Visceral",2013,NTSC,Overkill Edition,English,1,"Action, Shooter","Pure co-op is back! Army of TWO™ The Devil’s Cartel delivers a fun, over-the-top co-op experience. Activate the new Overkill mode to unleash explosive destruction on a lethal Mexican drug cartel. Take...",56,N/A,https://media.rawg.io/media/games/581/581d68d62e2371d5683ce89cec906a13.jpg,,RAWG API
VG104,PlayStation 3,Diablo III: Ultimate Evil Edition,Blizzard Entertainment,N/A,2014,NTSC,Ultimate Evil Edition,English,1,"Action, RPG",,88,N/A,https://media.rawg.io/media/games/b89/b898b8342f4f74deac820e469c9aee22.jpg,,RAWG API
VG105,PlayStation 3,2010 FIFA World Cup South Africa,Electronic Arts,Electronic Arts Canada,2010,NTSC,Standard,English,1,Sports,Experience all the emotion and passion of the world’s fiercest national rivalries as you live the dream of competing against friends from around the world for the 2010 FIFA World Cup South Africa™. Ta...,N/A,N/A,https://media.rawg.io/media/games/173/173104f5d0e628698cf757b43a2c0bdd.jpg,,RAWG API
VG106,PlayStation 3,MotorStorm Apocalypse,Sony Computer Entertainment,"Sony Interactive Entertainment, Evolution Studios",2011,NTSC,Standard,English,1,"Racing, Arcade","MotorStorm Apocalypse is a racing game developed by Evolution Studios. It is the third installment in the MotorStorm series. ###Setting You take part in The Festival, an extreme racing event that take...",77,N/A,https://media.rawg.io/media/games/d63/d6369c10d3cff59b237f5f014fcc5475.jpg,,RAWG API
VG107,PlayStation 3,Fallout 3,Bethesda Softworks,Bethesda Game Studios,2008,NTSC,Standard,English,1,"Shooter, RPG","Fallout 3 is a legendary action RPG, which continues the Fallout franchise. Players dive into the events held 36 years after Fallout 2's ending. The game is set in the post-apocalyptic open world know...",91,N/A,https://media.rawg.io/media/games/5a4/5a4e70bb8a862829dbaa398aa5f66afc.jpg,,RAWG API
VG109,PlayStation 3,Uncharted 3: Drake's Deception,Sony Computer Entertainment,Naughty Dog,2011,NTSC,Standard,English,1,Action,"The game develops a setting common to the entire Uncharted series. Game played from a third-person perspective, with the player in control of Nathan ""Nate"" Drake. This is a person passionately carried...",92,N/A,https://media.rawg.io/media/games/589/589fc47c5ae34160d65c4682e21fed66.jpg,,RAWG API
VG110,PlayStation 3,Crysis 2: Limited Edition,Electronic Arts,"Electronic Arts, Crytek",2011,NTSC,Limited Edition,English,1,"Action, Shooter","The sequel to Crysis is set three years after the original. All events of the 2020 incident, especially the human-alien conflict, were kept secret, and CryNet Systems is hunting for survivors of the f...",85,N/A,https://media.rawg.io/media/games/899/899ce332d07c3fc1dd924bf828d1f484.jpg,,RAWG API
VG111,PlayStation 3,Max Payne 3,Rockstar Games,Rockstar Games,2012,NTSC,Standard,English,1,"Action, Shooter","In Max Payne III we see Max from a new perspective. Taking place nine years after the second game, Payne left the police department in New York and now serves as a private security contractor in São P...",87,N/A,https://media.rawg.io/media/games/5bf/5bf88a28de96321c86561a65ee48e6c2.jpg,,RAWG API
VG112,PlayStation 3,Metal Gear Solid 4,Konami,Kojima Productions,2008,NTSC,Standard,English,1,"Action, Shooter",Metal Gear Solid 4: Guns of the Patriots is a stealth-action third-person game developed by Kojima Productions. It is the fourth major installment in the series. It was marketed as the last game in th...,94,N/A,https://media.rawg.io/media/games/b27/b27eea9f8df280799b357b320f01211c.jpg,,RAWG API
VG113,PlayStation 3,Gran Turismo 6,Sony Computer Entertainment,"Sony Interactive Entertainment, Polyphony Digital",2013,NTSC,Standard,English,1,Racing,Your Legacy Begins Here - Unlock your racing passion with 1200 cars on more than 100 circuit layouts - Drive future automotive designed vehicles with Vision Gran Turismo* - Access and create online ev...,N/A,N/A,https://media.rawg.io/media/games/0d9/0d9d8b49fd76d9ea437f0d52fc2c31a4.jpg,,RAWG API
VG114,PlayStation 3,Gran Turismo 5: XL Edition,Sony Computer Entertainment,Polyphony Digital,2010,NTSC,XL Edition,English,1,Racing,"Gran Turismo 5 is the fifth part of the Gran Turismo series.

In addition to the characteristics of each model of the car, tuning is possible in the game. Tuning, as well as the acquisition of more an...",84,N/A,https://media.rawg.io/media/games/dc1/dc19247b653958c45f0625a097d7623a.jpg,,RAWG API
VG115,PlayStation 3,Dragon's Dogma: Dark Arisen,Capcom,"Capcom, Capcom U.S.A",2013,NTSC,Standard,English,1,"Action, Adventure, RPG","Dragon's Dogma: Dark Arisen is an action-RPG from a third-person perspective. The story unfolds in a medieval world filled with magic, riddles and mysterious creatures.

A dragon attacks the village i...",81,N/A,https://media.rawg.io/media/games/639/639ce7d7fecbb9f0717e9fbc1180f8f8.jpg,,RAWG API
VG116,PlayStation 3,Ni no Kuni: Wrath of the White Witch,Bandai Namco Entertainment,"BANDAI NAMCO Entertainment America, Level 5",2011,NTSC,Standard,English,1,RPG,"Ni no Kuni: Wrath of the White is a Japanese role-playing game with anime visuals. In addition to the visual style in the game, there are animated sequences from Studio Ghibli, where famous animator H...",84,N/A,https://media.rawg.io/media/games/95e/95ee6bf3accffaf3dc886a8e3ecc24d8.jpg,,RAWG API
VG117,PlayStation 3,Beyond: Two Souls,"Sony Computer Entertainment, Quantic Dream",Quantic Dream,2013,NTSC,Standard,English,1,"Action, Adventure","This game is often called an ""interactive film"" - because the proportion between the given story and the possibilities to influence the story is indeed somewhat different than in most games. The game ...",73,N/A,https://media.rawg.io/media/games/07a/07a74470a2618fd71945db0619602baf.jpg,,RAWG API
VG118,PlayStation 3,ICO & Shadow of the Colossus,Sony Computer Entertainment,"Sony Interactive Entertainment, Bluepoint Games",2011,NTSC,Standard,English,1,"Action, Adventure","Relive the wonder of two timeless classics, remastered in HD with full stereoscopic 3D support. Bringing together two of the most highly-acclaimed video games of all time into a single package, The IC...",N/A,N/A,https://media.rawg.io/media/games/413/413e8c8a78568fc12ee4fa5baefc5cd1.jpg,,RAWG API
VG120,PlayStation 3,Metal Gear Rising: Revengeance,Konami,Platinum Games,2013,NTSC,Standard,English,1,Action,"After the events of the uprising took four years. Naomi Hunter creates the FOXAVILE computer virus that destroys the system of ""Sons of the Patriots"", thereby putting an end to the military economy, w...",83,N/A,https://media.rawg.io/media/games/8e6/8e699e91cf77c2060b6d515e2135b1b1.jpg,,RAWG API
VG121,PlayStation 3,Beyond: Two Souls,"Sony Computer Entertainment, Quantic Dream",Quantic Dream,2013,NTSC,Standard,English,1,"Action, Adventure","This game is often called an ""interactive film"" - because the proportion between the given story and the possibilities to influence the story is indeed somewhat different than in most games. The game ...",73,N/A,https://media.rawg.io/media/games/07a/07a74470a2618fd71945db0619602baf.jpg,,RAWG API
VG122,PlayStation 3,ICO & Shadow of the Colossus,Sony Computer Entertainment,"Sony Interactive Entertainment, Bluepoint Games",2011,NTSC,Standard,English,1,"Action, Adventure","Relive the wonder of two timeless classics, remastered in HD with full stereoscopic 3D support. Bringing together two of the most highly-acclaimed video games of all time into a single package, The IC...",N/A,N/A,https://media.rawg.io/media/games/413/413e8c8a78568fc12ee4fa5baefc5cd1.jpg,,RAWG API
VG124,PlayStation 3,Metal Kombat,"SNK, D4 Enterprise","DotEmu, SNK",1996,NTSC,Standard,English,1,"Action, Arcade, Casual, Fighting","Metal Slug, is a run and gun video game developed and originally released by Nazca Corporation and later published by SNK. It was originally released in 1996 for the Neo Geo MVS arcade platform. The g...",N/A,N/A,https://media.rawg.io/media/screenshots/3c3/3c39531ddeb8cf8c12ab3f0b6ec968d3.jpeg,,RAWG API
VG125,PlayStation 3,Assassin's Creed II Trilogy,Ubisoft Entertainment,Ubisoft,2007,NTSC,Standard,English,1,Action,"The game takes place in 1191. In the present time, 2012, bartender Desmond Miles, the main character, kidnapped by the Corporation ""Abstergo industries"", which with the help of a machine called ""Animu...",80,N/A,https://media.rawg.io/media/games/0bc/0bcc108295a244b488d5c25f7d867220.jpg,,RAWG API
VG126,PlayStation 3,Power Strike 2,Capcom,"Capcom U.S.A, Backbone Entertainment",2008,NTSC,Standard,English,1,"Action, Shooter, Adventure, Arcade","In a parallel world reminiscent of our own WWII era, pilots take to the skies with stylized aircraft carriers and devastating weaponry! Inspired by the wildly popular 80's arcade series, all new 1942:...",N/A,N/A,https://media.rawg.io/media/screenshots/bd6/bd67cff6af367f2242604f69948c7888.jpg,,RAWG API
VG127,PlayStation 3,Power Strike 2,Capcom,"Capcom U.S.A, Backbone Entertainment",2008,NTSC,Standard,English,1,"Action, Shooter, Adventure, Arcade","In a parallel world reminiscent of our own WWII era, pilots take to the skies with stylized aircraft carriers and devastating weaponry! Inspired by the wildly popular 80's arcade series, all new 1942:...",N/A,N/A,https://media.rawg.io/media/screenshots/bd6/bd67cff6af367f2242604f69948c7888.jpg,,RAWG API
VG128,PlayStation 3,Power Strike 2,Capcom,"Capcom U.S.A, Backbone Entertainment",2008,NTSC,Standard,English,1,"Action, Shooter, Adventure, Arcade","In a parallel world reminiscent of our own WWII era, pilots take to the skies with stylized aircraft carriers and devastating weaponry! Inspired by the wildly popular 80's arcade series, all new 1942:...",N/A,N/A,https://media.rawg.io/media/screenshots/bd6/bd67cff6af367f2242604f69948c7888.jpg,,RAWG API
VG129,PlayStation 3,PlayStation All Stars Battle Royale,"Sony Computer Entertainment, SCEA","Sony Interactive Entertainment, Bluepoint Games",2012,NTSC,Standard,English,1,"Arcade, Family, Fighting, Massively Multiplayer","PlayStation All-Stars Battle Royale is a crossover 2.5D fighting game, including a big roster of Sony’s signature characters. It’s a quick paced game, similar to Nintendo’s Super Smash Game, where cha...",74,N/A,https://media.rawg.io/media/games/596/596215939911a0d97facfc224b1bca30.jpg,,RAWG API
VG130,PlayStation 3,Saw: The Game,Konami,Zombie Studios,2009,NTSC,Standard,English,1,Action,"The Games on Demand version supports English, French, Spanish.  Download the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual"".  Jigsaw has kille...",58,N/A,https://media.rawg.io/media/games/10d/10d066aec891b24b3049b82543120cd8.jpg,,RAWG API
VG131,PlayStation 3,Karting,Sony Computer Entertainment,"Sony Interactive Entertainment, United Front Games",2012,NTSC,Standard,English,1,"Action, Racing, Arcade","LittleBigPlanet Karting is an arcade racing game developed by United Front Games in collaboration with the creators of the original LittleBigPlanet, MediaMolecule. ###Gameplay In LittleBigPlanet Karti...",N/A,N/A,https://media.rawg.io/media/screenshots/749/7494d29011ddec57b1aa5896dd4bf266.jpg,,RAWG API
VG132,PlayStation 3,Gran Turismo 5,Sony Computer Entertainment,Polyphony Digital,2010,NTSC,Standard,English,1,Racing,"Gran Turismo 5 is the fifth part of the Gran Turismo series.

In addition to the characteristics of each model of the car, tuning is possible in the game. Tuning, as well as the acquisition of more an...",84,N/A,https://media.rawg.io/media/games/dc1/dc19247b653958c45f0625a097d7623a.jpg,,RAWG API
VG133,Xbox One,Skyrim: The Elder Scrolls V,Bethesda Softworks,Bethesda Game Studios,2011,NTSC,Legendary Edition,English,1,"Action, RPG","The fifth game in the series, Skyrim takes us on a journey through the coldest region of Cyrodiil. Once again player can traverse the open world RPG armed with various medieval weapons and magic, to b...",94,N/A,https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg,,RAWG API
VG134,Xbox,Halo,Microsoft Studios,Bungie,2001,NTSC,Standard,English,1,"Action, Shooter","Humanity is in the midst of a long war against an alien alliance called the Covenant which has been wiping out colony after colony. Your hero is Master Chief, who is given no name beyond his rank in t...",90,N/A,https://media.rawg.io/media/games/abf/abffd94ed6fe34027c720bee593c06d2.jpg,,RAWG API
VG135,Xbox 360,Halo 3,Microsoft Studios,Bungie,2007,NTSC,Standard,English,1,Shooter,"Halo 3 is a first-person shooter from Bungie and another installment in one of the most popular gaming universes. The third part of the franchise completes the story begun in Halo: Combat Evolved.

...",91,N/A,https://media.rawg.io/media/games/982/982ff61d574fed5e416cb1867b40d9b0.jpg,,RAWG API
VG136,Xbox 360,Halo 1,Microsoft Studios,Bungie,2010,NTSC,Standard,English,1,Shooter,"Download the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual"". From the beginning, you know the end. Halo: Reach. Fall 2010. There are no refund...",91,N/A,https://media.rawg.io/media/games/045/0457f748c9492261ccb46147edf9c761.jpg,,RAWG API
VG137,Xbox 360,Halo Reach,Microsoft Studios,Bungie,2010,NTSC,Standard,English,1,Shooter,"Download the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual"". From the beginning, you know the end. Halo: Reach. Fall 2010. There are no refund...",91,N/A,https://media.rawg.io/media/games/045/0457f748c9492261ccb46147edf9c761.jpg,,RAWG API
VG138,Xbox 360,N3: Ninety-Nine Nights,"Microsoft Studios, Microsoft Game Studios","Q Entertainment, PHANTAGRAM",2006,NTSC,Standard,English,1,"Action, Adventure",The ninety-ninth night is coming,61,N/A,https://media.rawg.io/media/screenshots/e8c/e8c9b1d88663100d3abe1f39435261fd.jpg,,RAWG API
VG139,Xbox 360,Kingdoms Undaunted,"Electronic Arts, 38 Studios","Electronic Arts, Big Huge Games",2012,NTSC,Standard,English,1,"Action, Adventure, RPG","Kingdoms of Amalur: Reckoning takes place in a fictional region called Faelands which is one of the Kingdom of Amalur. There the immortal Fae of the Summer lives, but immortality means only that after...",81,N/A,https://media.rawg.io/media/games/bad/bad95aa1f2edbbad2ae93981291b6560.jpg,,RAWG API
VG140,Xbox 360,Gears of War 2,Microsoft Studios,Epic Games,2008,NTSC,Standard,English,1,Shooter,"Continuation of the history of Marcus Phoenix, a soldier guarding the exoplanet Sera. the game is also a representative of the genre of military sci-fi, gameplay, it's a third-person shooter from the ...",93,N/A,https://media.rawg.io/media/games/51b/51ba5f9b280c6fec71c293fe276e24ec.jpg,,RAWG API
VG142,Xbox 360,Halo 3,Microsoft Studios,Bungie,2007,NTSC,Standard,English,1,Shooter,"Halo 3 is a first-person shooter from Bungie and another installment in one of the most popular gaming universes. The third part of the franchise completes the story begun in Halo: Combat Evolved.

...",91,N/A,https://media.rawg.io/media/games/982/982ff61d574fed5e416cb1867b40d9b0.jpg,,RAWG API
VG143,Xbox 360,Halo 3,Microsoft Studios,Bungie,2007,NTSC,Standard,English,1,Shooter,"Halo 3 is a first-person shooter from Bungie and another installment in one of the most popular gaming universes. The third part of the franchise completes the story begun in Halo: Combat Evolved.

...",91,N/A,https://media.rawg.io/media/games/982/982ff61d574fed5e416cb1867b40d9b0.jpg,,RAWG API
VG144,Xbox 360,Halo 1,Microsoft Studios,Bungie,2010,NTSC,Standard,English,1,Shooter,"Download the manual for this game by locating the game on http://marketplace.xbox.com and selecting “See Game Manual"". From the beginning, you know the end. Halo: Reach. Fall 2010. There are no refund...",91,N/A,https://media.rawg.io/media/games/045/0457f748c9492261ccb46147edf9c761.jpg,,RAWG API
VG145,Xbox 360,N3: Ninety-Nine Nights Reach,"Microsoft Studios, Microsoft Game Studios","Q Entertainment, PHANTAGRAM",2006,NTSC,Standard,English,1,"Action, Adventure",The ninety-ninth night is coming,61,N/A,https://media.rawg.io/media/screenshots/e8c/e8c9b1d88663100d3abe1f39435261fd.jpg,,RAWG API
